event_id,package_id,timestamp,stage,scanner_id,employee_id,processing_seconds,error_flag
2148,P12148,2025-11-01 12:35:43,sort,S07,E003,11,0
2149,P12149,2025-11-01 20:31:15,scan,S05,E006,11,0
2150,P12150,2025-11-01 12:39:09,scan,S09,E010,13,1
2151,P12151,2025-11-01 18:31:05,scan,S01,E009,12,0
2152,P12152,2025-11-01 07:09:30,sort,S10,E020,6,0
2153,P12153,2025-11-01 12:27:53,scan,S03,E005,7,0
2154,P12154,2025-11-01 21:16:39,dispatch,S09,E019,15,0
2155,P12155,2025-11-01 19:48:37,inbound,S05,E007,6,0
2156,P12156,2025-11-01 12:58:48,scan,S06,E020,5,0
2157,P12157,2025-11-01 08:46:31,dispatch,S02,E001,9,0
2158,P12158,2025-11-01 14:58:40,scan,S08,E014,12,0
2159,P12159,2025-11-01 14:04:55,inbound,S10,E019,7,0
2160,P12160,2025-11-01 09:49:36,sort,S01,E002,6,0
2161,P12161,2025-11-01 11:06:10,sort,S07,E004,13,0
2162,P12162,2025-11-01 14:07:18,scan,S01,E010,20,0
2163,P12163,2025-11-01 11:36:47,scan,S06,E009,17,0
2164,P12164,2025-11-01 19:40:21,inbound,S09,E013,10,0
2165,P12165,2025-11-01 11:46:10,inbound,S09,E010,5,0
2166,P12166,2025-11-01 16:02:49,scan,S06,E002,14,0
2167,P12167,2025-11-01 18:37:49,scan,S01,E002,11,0
2168,P12168,2025-11-01 10:10:18,scan,S01,E008,5,0
2169,P12169,2025-11-01 06:31:48,scan,S07,E004,7,0
2170,P12170,2025-11-01 19:03:44,scan,S04,E019,12,0
2171,P12171,2025-11-01 14:14:24,scan,S03,E010,10,0
2172,P12172,2025-11-01 20:20:04,scan,S03,E002,11,0
2173,P12173,2025-11-01 06:47:51,scan,S04,E011,16,0
2174,P12174,2025-11-01 07:33:42,scan,S07,E018,7,0
2175,P12175,2025-11-01 20:02:49,scan,S07,E008,7,0
2176,P12176,2025-11-01 09:05:13,inbound,S03,E005,16,0
2177,P12177,2025-11-01 11:51:51,sort,S06,E012,9,0
2178,P12178,2025-11-01 09:22:20,dispatch,S05,E017,10,0
2179,P12179,2025-11-01 21:33:05,scan,S06,E013,5,0
2180,P12180,2025-11-01 15:05:04,sort,S01,E013,6,0
2181,P12181,2025-11-01 07:13:23,scan,S09,E005,5,0
2182,P12182,2025-11-01 11:30:48,inbound,S07,E018,12,0
2183,P12183,2025-11-01 06:04:28,sort,S06,E001,13,0
2184,P12184,2025-11-01 15:44:50,inbound,S02,E003,11,0
2185,P12185,2025-11-01 08:11:20,scan,S10,E018,7,0
2186,P12186,2025-11-01 20:50:49,sort,S10,E019,10,0
2187,P12187,2025-11-01 09:42:12,scan,S01,E003,6,0
2188,P12188,2025-11-01 08:31:04,scan,S09,E005,3,0
2189,P12189,2025-11-01 09:27:13,scan,S09,E012,13,0
2190,P12190,2025-11-01 06:01:37,inbound,S04,E001,9,0
2191,P12191,2025-11-01 09:46:28,scan,S01,E009,3,0
2192,P12192,2025-11-01 06:25:24,scan,S06,E007,12,0
2193,P12193,2025-11-01 18:19:18,sort,S03,E003,5,0
2194,P12194,2025-11-01 15:09:22,scan,S02,E015,7,0
2195,P12195,2025-11-01 07:20:43,scan,S01,E020,12,0
2196,P12196,2025-11-01 07:56:00,scan,S09,E015,8,0
2197,P12197,2025-11-01 06:35:43,scan,S01,E011,7,0
2198,P12198,2025-11-01 17:34:15,scan,S02,E018,10,0
2199,P12199,2025-11-01 15:45:42,sort,S09,E012,15,0
2200,P12200,2025-11-01 18:35:01,inbound,S03,E006,11,0
2201,P12201,2025-11-01 14:26:09,inbound,S04,E016,5,0
2202,P12202,2025-11-01 19:21:00,scan,S05,E018,5,0
2203,P12203,2025-11-01 10:01:32,inbound,S04,E020,13,0
2204,P12204,2025-11-01 13:33:56,scan,S06,E004,3,0
2205,P12205,2025-11-01 14:07:44,sort,S07,E005,10,0
2206,P12206,2025-11-01 08:11:11,sort,S06,E018,12,0
2207,P12207,2025-11-01 10:37:28,scan,S05,E005,10,0
2208,P12208,2025-11-01 12:48:24,scan,S05,E020,11,0
2209,P12209,2025-11-01 18:49:11,scan,S03,E019,16,0
2210,P12210,2025-11-01 13:29:09,scan,S06,E018,14,0
2211,P12211,2025-11-01 08:21:03,scan,S04,E011,7,0
2212,P12212,2025-11-01 09:50:36,sort,S09,E007,6,0
2213,P12213,2025-11-01 09:19:53,sort,S09,E019,4,0
2214,P12214,2025-11-01 10:48:53,scan,S05,E009,11,0
2215,P12215,2025-11-01 13:07:31,scan,S05,E006,13,0
2216,P12216,2025-11-01 19:52:08,scan,S09,E002,13,0
2217,P12217,2025-11-01 13:24:06,inbound,S09,E013,6,0
2218,P12218,2025-11-01 13:05:11,scan,S06,E005,3,0
2219,P12219,2025-11-01 09:27:52,scan,S03,E010,8,0
2220,P12220,2025-11-01 13:39:48,scan,S01,E015,5,0
2221,P12221,2025-11-01 10:09:51,scan,S04,E011,9,0
2222,P12222,2025-11-01 06:15:25,sort,S05,E020,5,0
2223,P12223,2025-11-01 11:39:12,inbound,S08,E002,9,0
2224,P12224,2025-11-01 12:03:36,scan,S08,E019,11,0
2225,P12225,2025-11-01 13:57:10,sort,S05,E004,14,0
2226,P12226,2025-11-01 11:49:37,scan,S05,E020,8,0
2227,P12227,2025-11-01 17:51:08,inbound,S04,E003,9,0
2228,P12228,2025-11-01 09:13:31,scan,S04,E016,3,0
2229,P12229,2025-11-01 10:47:05,scan,S01,E012,9,0
2230,P12230,2025-11-01 13:28:24,sort,S07,E016,3,0
2231,P12231,2025-11-01 09:33:00,scan,S09,E010,13,0
2232,P12232,2025-11-01 08:50:10,scan,S10,E002,17,0
2233,P12233,2025-11-01 07:18:10,scan,S01,E004,12,0
2234,P12234,2025-11-01 11:30:12,scan,S09,E001,4,0
2235,P12235,2025-11-01 14:50:51,sort,S06,E004,8,0
2236,P12236,2025-11-01 21:42:04,inbound,S05,E009,9,0
2237,P12237,2025-11-01 11:11:03,sort,S05,E012,17,0
2238,P12238,2025-11-01 16:36:05,scan,S06,E006,10,0
2239,P12239,2025-11-01 10:22:04,sort,S10,E013,7,0
2240,P12240,2025-11-01 17:29:02,scan,S04,E002,10,1
2241,P12241,2025-11-01 06:25:31,inbound,S04,E008,9,0
2242,P12242,2025-11-01 09:48:04,scan,S08,E012,12,0
2243,P12243,2025-11-01 20:17:35,sort,S03,E007,10,0
2244,P12244,2025-11-01 08:40:13,scan,S03,E013,14,0
2245,P12245,2025-11-01 13:27:28,scan,S08,E006,14,0
2246,P12246,2025-11-01 17:57:29,scan,S07,E008,12,0
2247,P12247,2025-11-01 06:45:27,dispatch,S06,E012,9,1
2248,P12248,2025-11-01 21:34:40,scan,S06,E016,6,0
2249,P12249,2025-11-01 12:17:40,scan,S03,E002,13,0
2250,P12250,2025-11-01 12:10:29,dispatch,S08,E015,4,0
2251,P12251,2025-11-01 11:23:50,scan,S08,E011,14,0
2252,P12252,2025-11-01 15:08:24,scan,S01,E019,11,0
2253,P12253,2025-11-01 13:58:05,scan,S01,E005,4,0
2254,P12254,2025-11-01 18:47:18,scan,S07,E008,12,0
2255,P12255,2025-11-01 21:36:14,scan,S04,E016,9,0
2256,P12256,2025-11-01 10:48:08,scan,S01,E006,6,0
2257,P12257,2025-11-01 21:40:12,scan,S06,E005,3,0
2258,P12258,2025-11-01 07:55:46,scan,S09,E005,8,0
2259,P12259,2025-11-01 07:01:41,dispatch,S09,E009,8,0
2260,P12260,2025-11-01 06:25:37,scan,S01,E014,8,0
2261,P12261,2025-11-01 06:53:25,scan,S08,E008,6,0
2262,P12262,2025-11-01 12:37:39,scan,S04,E016,15,0
2263,P12263,2025-11-01 10:57:27,scan,S05,E007,13,0
2264,P12264,2025-11-01 19:37:56,scan,S08,E017,7,0
2265,P12265,2025-11-01 10:32:20,inbound,S05,E004,7,0
2266,P12266,2025-11-01 10:26:29,inbound,S06,E012,8,0
2267,P12267,2025-11-01 06:59:37,inbound,S02,E014,7,0
2268,P12268,2025-11-01 14:12:14,sort,S03,E007,8,0
2269,P12269,2025-11-01 17:33:05,sort,S10,E003,8,0
2270,P12270,2025-11-01 10:14:36,sort,S10,E003,8,0
2271,P12271,2025-11-01 20:13:00,scan,S08,E016,16,0
2272,P12272,2025-11-01 08:54:56,scan,S04,E006,15,0
2273,P12273,2025-11-01 17:41:33,sort,S07,E006,8,0
2274,P12274,2025-11-01 19:26:02,scan,S01,E006,9,0
2275,P12275,2025-11-01 16:32:15,scan,S04,E017,16,0
2276,P12276,2025-11-01 15:54:46,inbound,S03,E012,3,0
2277,P12277,2025-11-01 10:33:30,dispatch,S10,E009,10,0
2278,P12278,2025-11-01 06:55:23,scan,S08,E012,8,0
2279,P12279,2025-11-01 12:30:03,scan,S09,E004,7,0
2280,P12280,2025-11-01 09:28:54,scan,S10,E002,10,1
2281,P12281,2025-11-01 14:46:48,inbound,S05,E018,14,0
2282,P12282,2025-11-01 06:54:07,scan,S04,E017,10,0
2283,P12283,2025-11-01 11:00:16,inbound,S10,E018,7,0
2284,P12284,2025-11-01 15:36:36,scan,S07,E013,5,0
2285,P12285,2025-11-01 18:51:11,scan,S06,E005,11,0
2286,P12286,2025-11-01 09:44:25,sort,S07,E008,13,0
2287,P12287,2025-11-01 16:00:45,inbound,S08,E017,8,0
2288,P12288,2025-11-01 11:20:53,sort,S01,E008,15,0
2289,P12289,2025-11-01 19:52:55,scan,S09,E004,9,0
2290,P12290,2025-11-01 06:55:20,scan,S05,E018,3,0
2291,P12291,2025-11-01 09:58:31,sort,S04,E003,5,0
2292,P12292,2025-11-01 11:54:41,scan,S04,E011,13,0
2293,P12293,2025-11-01 19:01:58,inbound,S05,E002,8,0
2294,P12294,2025-11-01 14:07:38,scan,S03,E006,10,0
2295,P12295,2025-11-01 18:17:41,scan,S02,E010,8,0
2296,P12296,2025-11-01 19:51:01,scan,S08,E013,6,0
2297,P12297,2025-11-01 13:45:38,sort,S03,E011,13,0
2298,P12298,2025-11-01 13:03:55,scan,S10,E008,12,0
2299,P12299,2025-11-01 15:42:48,scan,S04,E020,13,0
2300,P12300,2025-11-01 15:43:12,sort,S07,E001,20,0
2301,P12301,2025-11-01 19:09:31,scan,S10,E016,11,0
2302,P12302,2025-11-01 14:56:15,scan,S06,E012,11,0
2303,P12303,2025-11-01 08:23:05,inbound,S04,E006,7,0
2304,P12304,2025-11-01 10:39:54,scan,S09,E016,14,0
2305,P12305,2025-11-01 06:08:29,sort,S04,E017,3,0
2306,P12306,2025-11-01 13:15:47,scan,S06,E018,3,0
2307,P12307,2025-11-01 06:18:19,scan,S04,E005,5,0
2308,P12308,2025-11-01 13:35:22,scan,S05,E010,12,0
2309,P12309,2025-11-01 15:23:45,scan,S08,E004,10,0
2310,P12310,2025-11-01 18:10:06,scan,S07,E005,11,0
2311,P12311,2025-11-01 18:56:08,sort,S07,E010,6,0
2312,P12312,2025-11-01 18:15:23,scan,S09,E016,15,0
2313,P12313,2025-11-01 06:07:32,inbound,S06,E016,11,0
2314,P12314,2025-11-01 12:38:03,scan,S05,E014,6,0
2315,P12315,2025-11-01 10:12:29,sort,S03,E001,18,0
2316,P12316,2025-11-01 16:40:54,inbound,S06,E009,12,0
2317,P12317,2025-11-01 14:25:50,scan,S09,E004,8,0
2318,P12318,2025-11-01 13:58:33,scan,S08,E011,3,0
2319,P12319,2025-11-01 14:23:44,scan,S05,E007,6,0
2320,P12320,2025-11-01 12:57:27,scan,S06,E004,11,0
2321,P12321,2025-11-01 09:13:32,scan,S05,E018,11,0
2322,P12322,2025-11-01 08:06:56,scan,S02,E008,3,0
2323,P12323,2025-11-01 08:14:37,sort,S09,E013,7,0
2324,P12324,2025-11-01 19:07:38,scan,S06,E005,9,0
2325,P12325,2025-11-01 08:49:30,scan,S06,E012,15,0
2326,P12326,2025-11-01 13:20:00,sort,S09,E010,8,0
2327,P12327,2025-11-01 10:44:59,scan,S09,E011,8,0
2328,P12328,2025-11-01 12:38:12,dispatch,S10,E008,15,0
2329,P12329,2025-11-01 06:12:35,scan,S09,E002,16,0
2330,P12330,2025-11-01 12:24:05,inbound,S08,E020,16,1
2331,P12331,2025-11-01 13:51:34,sort,S10,E006,14,0
2332,P12332,2025-11-01 12:56:29,scan,S04,E006,10,0
2333,P12333,2025-11-01 08:20:49,dispatch,S07,E013,6,0
2334,P12334,2025-11-01 14:16:23,scan,S02,E020,14,0
2335,P12335,2025-11-01 20:12:31,scan,S01,E015,10,1
2336,P12336,2025-11-01 15:31:16,sort,S01,E012,13,0
2337,P12337,2025-11-01 11:45:55,scan,S03,E017,9,0
2338,P12338,2025-11-01 11:24:35,sort,S08,E004,5,0
2339,P12339,2025-11-01 06:37:00,sort,S05,E005,12,0
2340,P12340,2025-11-01 17:50:15,scan,S01,E011,12,0
2341,P12341,2025-11-01 17:33:10,sort,S09,E001,11,0
2342,P12342,2025-11-01 10:02:15,scan,S06,E018,4,0
2343,P12343,2025-11-01 16:54:30,scan,S03,E002,9,0
2344,P12344,2025-11-01 21:32:27,scan,S09,E004,4,0
2345,P12345,2025-11-01 08:19:34,scan,S01,E017,15,0
2346,P12346,2025-11-01 11:00:32,inbound,S01,E012,7,0
2347,P12347,2025-11-01 11:04:59,inbound,S07,E003,12,0
2348,P12348,2025-11-01 10:32:43,inbound,S04,E019,11,0
2349,P12349,2025-11-01 10:45:24,scan,S06,E019,13,0
2350,P12350,2025-11-01 06:19:04,scan,S07,E004,5,0
2351,P12351,2025-11-01 12:38:31,scan,S03,E018,15,0
2352,P12352,2025-11-01 07:04:27,sort,S03,E005,10,0
2353,P12353,2025-11-01 11:42:19,sort,S05,E017,6,0
2354,P12354,2025-11-01 11:39:22,scan,S01,E001,8,0
2355,P12355,2025-11-01 17:47:16,scan,S04,E007,3,0
2356,P12356,2025-11-01 17:27:10,sort,S02,E003,3,0
2357,P12357,2025-11-01 18:01:32,sort,S09,E011,12,0
2358,P12358,2025-11-01 11:23:19,scan,S02,E020,7,0
2359,P12359,2025-11-01 10:19:34,sort,S03,E020,12,0
2360,P12360,2025-11-01 09:28:30,scan,S09,E009,12,0
2361,P12361,2025-11-01 06:28:40,sort,S04,E013,10,0
2362,P12362,2025-11-01 06:02:52,scan,S09,E005,3,0
2363,P12363,2025-11-01 13:58:48,inbound,S05,E020,7,0
2364,P12364,2025-11-01 13:01:50,inbound,S01,E015,5,0
2365,P12365,2025-11-01 13:56:06,scan,S08,E010,13,0
2366,P12366,2025-11-01 19:48:50,scan,S01,E017,7,0
2367,P12367,2025-11-01 08:30:58,sort,S10,E014,15,0
2368,P12368,2025-11-01 07:43:47,scan,S02,E002,6,0
2369,P12369,2025-11-01 07:22:15,inbound,S04,E009,12,0
2370,P12370,2025-11-01 09:36:23,inbound,S10,E009,5,0
2371,P12371,2025-11-01 17:40:26,scan,S01,E002,8,0
2372,P12372,2025-11-01 06:23:54,scan,S10,E003,8,0
2373,P12373,2025-11-01 12:45:32,scan,S02,E020,11,0
2374,P12374,2025-11-01 16:25:47,sort,S01,E015,9,0
2375,P12375,2025-11-01 06:53:26,scan,S01,E011,12,0
2376,P12376,2025-11-01 11:58:30,scan,S01,E011,10,0
2377,P12377,2025-11-01 07:24:33,scan,S03,E012,12,0
2378,P12378,2025-11-01 07:46:20,inbound,S04,E004,6,0
2379,P12379,2025-11-01 08:46:38,scan,S04,E019,19,0
2380,P12380,2025-11-01 08:33:37,dispatch,S10,E003,15,0
2381,P12381,2025-11-01 20:12:21,scan,S09,E008,11,0
2382,P12382,2025-11-01 20:27:41,scan,S09,E009,9,0
2383,P12383,2025-11-01 15:15:43,inbound,S02,E020,9,0
2384,P12384,2025-11-01 11:20:11,scan,S02,E007,15,0
2385,P12385,2025-11-01 10:18:15,dispatch,S06,E001,8,0
2386,P12386,2025-11-01 17:18:38,sort,S02,E008,4,0
2387,P12387,2025-11-01 19:31:42,sort,S04,E011,8,0
2388,P12388,2025-11-01 08:59:36,scan,S06,E018,16,0
2389,P12389,2025-11-01 19:37:18,scan,S04,E014,11,0
2390,P12390,2025-11-01 15:58:07,inbound,S02,E011,14,0
2391,P12391,2025-11-01 06:02:21,inbound,S04,E003,9,0
2392,P12392,2025-11-01 09:07:38,sort,S06,E005,8,0
2393,P12393,2025-11-01 06:56:33,sort,S10,E017,4,0
2394,P12394,2025-11-01 12:15:18,inbound,S03,E004,10,0
2395,P12395,2025-11-01 20:13:39,sort,S09,E003,4,0
2396,P12396,2025-11-01 10:23:00,sort,S01,E002,10,0
2397,P12397,2025-11-01 17:32:51,inbound,S10,E012,8,0
2398,P12398,2025-11-01 09:43:15,scan,S03,E015,5,0
2399,P12399,2025-11-01 16:31:55,sort,S03,E011,15,0
2400,P12400,2025-11-01 09:44:23,sort,S10,E012,9,0
2401,P12401,2025-11-01 11:24:11,scan,S05,E017,8,0
2402,P12402,2025-11-01 17:04:48,scan,S08,E015,15,0
2403,P12403,2025-11-01 15:44:06,sort,S04,E002,7,1
2404,P12404,2025-11-01 07:29:05,sort,S07,E003,12,0
2405,P12405,2025-11-01 12:35:15,scan,S03,E019,6,0
2406,P12406,2025-11-01 16:59:06,inbound,S08,E004,5,0
2407,P12407,2025-11-01 18:25:04,scan,S10,E017,7,0
2408,P12408,2025-11-01 08:29:30,dispatch,S03,E020,7,0
2409,P12409,2025-11-01 15:33:47,scan,S09,E015,15,0
2410,P12410,2025-11-01 08:13:45,scan,S08,E001,3,0
2411,P12411,2025-11-01 15:11:26,scan,S06,E001,8,0
2412,P12412,2025-11-01 15:34:24,scan,S10,E016,14,0
2413,P12413,2025-11-01 15:34:13,inbound,S09,E001,7,0
2414,P12414,2025-11-01 10:18:36,scan,S07,E016,6,0
2415,P12415,2025-11-01 08:40:22,scan,S07,E017,13,0
2416,P12416,2025-11-01 19:51:58,scan,S06,E003,8,1
2417,P12417,2025-11-01 08:16:04,inbound,S01,E012,9,0
2418,P12418,2025-11-01 18:50:41,scan,S10,E003,12,0
2419,P12419,2025-11-01 12:41:24,inbound,S07,E002,13,0
2420,P12420,2025-11-01 09:24:51,inbound,S10,E019,3,0
2421,P12421,2025-11-01 10:16:34,scan,S03,E017,10,1
2422,P12422,2025-11-01 07:37:01,inbound,S05,E015,12,0
2423,P12423,2025-11-01 07:17:18,inbound,S01,E005,11,0
2424,P12424,2025-11-01 19:45:49,scan,S05,E010,10,0
2425,P12425,2025-11-01 17:46:47,sort,S05,E020,5,0
2426,P12426,2025-11-01 08:31:23,sort,S06,E011,8,0
2427,P12427,2025-11-01 21:18:35,scan,S07,E011,9,0
2428,P12428,2025-11-01 14:04:30,scan,S04,E018,8,0
2429,P12429,2025-11-01 09:28:00,sort,S01,E008,10,0
2430,P12430,2025-11-01 10:55:10,scan,S10,E016,8,0
2431,P12431,2025-11-01 19:48:15,sort,S08,E013,5,0
2432,P12432,2025-11-01 18:06:13,scan,S10,E007,5,0
2433,P12433,2025-11-01 13:33:40,sort,S06,E003,9,0
2434,P12434,2025-11-01 13:02:13,scan,S06,E017,8,0
2435,P12435,2025-11-01 20:46:45,sort,S09,E017,11,0
2436,P12436,2025-11-01 18:33:20,scan,S09,E002,11,0
2437,P12437,2025-11-01 10:02:49,sort,S07,E017,7,0
2438,P12438,2025-11-01 06:01:28,sort,S03,E001,5,0
2439,P12439,2025-11-01 12:43:00,sort,S07,E004,8,0
2440,P12440,2025-11-01 18:51:41,sort,S02,E007,12,0
2441,P12441,2025-11-01 19:43:59,scan,S03,E012,3,0
2442,P12442,2025-11-01 17:04:03,scan,S10,E005,9,0
2443,P12443,2025-11-01 07:28:56,scan,S09,E018,8,0
2444,P12444,2025-11-01 08:49:49,inbound,S01,E002,12,0
2445,P12445,2025-11-01 12:29:21,scan,S03,E011,7,0
2446,P12446,2025-11-01 16:09:58,inbound,S08,E014,12,0
2447,P12447,2025-11-01 08:03:08,scan,S03,E017,13,0
2448,P12448,2025-11-01 06:23:18,sort,S04,E008,10,0
2449,P12449,2025-11-01 11:43:42,scan,S09,E007,9,0
2450,P12450,2025-11-01 07:03:39,scan,S07,E016,11,0
2451,P12451,2025-11-01 14:50:37,sort,S10,E013,3,0
2452,P12452,2025-11-01 06:45:17,scan,S04,E020,10,0
2453,P12453,2025-11-01 08:46:21,inbound,S01,E011,8,0
2454,P12454,2025-11-01 11:11:32,scan,S10,E013,6,0
2455,P12455,2025-11-01 10:14:17,inbound,S09,E007,7,0
2456,P12456,2025-11-01 18:16:45,dispatch,S03,E010,10,0
2457,P12457,2025-11-01 13:12:38,sort,S03,E001,17,0
2458,P12458,2025-11-01 07:51:21,inbound,S09,E008,8,0
2459,P12459,2025-11-01 18:12:52,scan,S07,E007,3,0
2460,P12460,2025-11-01 06:52:26,sort,S10,E019,11,0
2461,P12461,2025-11-01 12:15:40,inbound,S05,E008,11,0
2462,P12462,2025-11-01 16:39:35,scan,S09,E013,16,0
2463,P12463,2025-11-01 08:36:44,inbound,S09,E004,14,0
2464,P12464,2025-11-01 13:20:20,scan,S01,E014,12,0
2465,P12465,2025-11-01 07:40:02,scan,S07,E013,11,0
2466,P12466,2025-11-01 14:11:46,scan,S02,E015,11,0
2467,P12467,2025-11-01 21:01:51,scan,S09,E006,12,0
2468,P12468,2025-11-01 06:25:24,scan,S09,E012,6,0
2469,P12469,2025-11-01 21:02:23,scan,S02,E008,15,0
2470,P12470,2025-11-01 12:13:01,scan,S10,E011,3,1
2471,P12471,2025-11-01 08:45:14,sort,S10,E002,10,0
2472,P12472,2025-11-01 06:14:19,inbound,S04,E007,13,0
2473,P12473,2025-11-01 19:40:37,scan,S04,E005,9,0
2474,P12474,2025-11-01 19:22:18,scan,S06,E002,18,0
2475,P12475,2025-11-01 11:50:40,inbound,S05,E012,9,0
2476,P12476,2025-11-01 12:04:35,sort,S02,E017,11,0
2477,P12477,2025-11-01 18:21:13,scan,S05,E010,6,0
2478,P12478,2025-11-01 07:09:22,scan,S06,E003,9,0
2479,P12479,2025-11-01 11:52:08,sort,S05,E010,13,0
2480,P12480,2025-11-01 14:10:26,scan,S01,E005,9,0
2481,P12481,2025-11-01 06:26:01,inbound,S07,E012,9,0
2482,P12482,2025-11-01 10:52:52,scan,S09,E016,11,0
2483,P12483,2025-11-01 14:29:24,scan,S03,E009,13,0
2484,P12484,2025-11-01 17:29:52,sort,S07,E010,9,0
2485,P12485,2025-11-01 16:13:23,scan,S05,E010,11,0
2486,P12486,2025-11-01 07:11:46,scan,S08,E013,21,0
2487,P12487,2025-11-01 17:20:59,inbound,S08,E008,15,0
2488,P12488,2025-11-01 19:54:13,inbound,S10,E013,10,0
2489,P12489,2025-11-01 15:40:43,scan,S07,E002,12,0
2490,P12490,2025-11-01 07:38:33,sort,S01,E017,7,0
2491,P12491,2025-11-01 13:52:07,scan,S10,E013,21,0
2492,P12492,2025-11-01 18:39:27,inbound,S09,E002,6,0
2493,P12493,2025-11-01 11:45:55,scan,S09,E014,3,0
2494,P12494,2025-11-01 09:40:05,sort,S03,E010,9,0
2495,P12495,2025-11-01 08:54:10,scan,S10,E018,9,0
2496,P12496,2025-11-01 09:01:11,scan,S06,E012,4,0
2497,P12497,2025-11-01 13:48:06,scan,S08,E013,9,0
2498,P12498,2025-11-01 14:49:07,sort,S03,E001,9,0
2499,P12499,2025-11-01 07:44:05,scan,S05,E019,16,0
2500,P12500,2025-11-01 13:31:33,inbound,S05,E012,8,0
2501,P12501,2025-11-01 08:32:20,inbound,S05,E015,18,0
2502,P12502,2025-11-01 10:44:14,scan,S06,E001,11,0
2503,P12503,2025-11-01 17:43:11,scan,S05,E017,7,0
2504,P12504,2025-11-01 17:15:39,dispatch,S05,E005,13,0
2505,P12505,2025-11-01 13:56:27,scan,S02,E006,11,0
2506,P12506,2025-11-01 11:21:41,scan,S09,E019,3,0
2507,P12507,2025-11-01 17:56:45,scan,S02,E013,12,0
2508,P12508,2025-11-01 06:03:50,inbound,S07,E011,3,0
2509,P12509,2025-11-01 13:04:28,sort,S02,E015,7,0
2510,P12510,2025-11-01 15:57:23,inbound,S05,E004,6,0
2511,P12511,2025-11-01 13:35:05,scan,S05,E004,12,0
2512,P12512,2025-11-01 13:31:42,sort,S09,E004,15,0
2513,P12513,2025-11-01 15:41:41,inbound,S05,E008,15,0
2514,P12514,2025-11-01 08:32:42,inbound,S07,E016,8,0
2515,P12515,2025-11-01 18:42:17,scan,S01,E002,15,0
2516,P12516,2025-11-01 13:24:57,scan,S10,E018,8,0
2517,P12517,2025-11-01 16:06:48,sort,S09,E004,9,0
2518,P12518,2025-11-01 08:42:46,inbound,S05,E012,5,0
2519,P12519,2025-11-01 20:44:03,scan,S04,E002,3,0
2520,P12520,2025-11-01 18:32:04,scan,S08,E001,3,0
2521,P12521,2025-11-01 11:46:42,inbound,S04,E012,10,0
2522,P12522,2025-11-01 19:46:46,scan,S05,E006,9,0
2523,P12523,2025-11-01 17:46:57,inbound,S04,E003,9,0
2524,P12524,2025-11-01 16:33:25,dispatch,S04,E008,3,0
2525,P12525,2025-11-01 10:58:39,scan,S02,E003,11,0
2526,P12526,2025-11-01 15:20:16,scan,S04,E013,23,0
2527,P12527,2025-11-01 11:32:11,dispatch,S05,E019,9,0
2528,P12528,2025-11-01 20:19:43,sort,S04,E008,12,0
2529,P12529,2025-11-01 19:36:48,scan,S09,E016,8,0
2530,P12530,2025-11-01 11:31:28,inbound,S09,E008,5,0
2531,P12531,2025-11-01 11:20:22,scan,S07,E006,5,0
2532,P12532,2025-11-01 13:02:23,dispatch,S02,E002,13,0
2533,P12533,2025-11-01 16:26:30,scan,S10,E005,8,0
2534,P12534,2025-11-01 11:17:39,scan,S01,E013,23,0
2535,P12535,2025-11-01 11:25:23,sort,S08,E014,14,0
2536,P12536,2025-11-01 21:52:15,scan,S04,E003,12,0
2537,P12537,2025-11-01 17:34:09,scan,S10,E004,11,0
2538,P12538,2025-11-01 13:15:27,scan,S01,E003,14,0
2539,P12539,2025-11-01 14:25:11,sort,S02,E002,5,0
2540,P12540,2025-11-01 06:39:06,sort,S01,E014,7,0
2541,P12541,2025-11-01 06:55:29,inbound,S09,E005,14,0
2542,P12542,2025-11-01 17:39:28,dispatch,S01,E008,9,0
2543,P12543,2025-11-01 12:03:16,sort,S06,E006,18,0
2544,P12544,2025-11-01 16:51:08,scan,S09,E001,9,0
2545,P12545,2025-11-01 11:24:34,sort,S03,E015,6,0
2546,P12546,2025-11-01 06:36:46,sort,S08,E012,18,0
2547,P12547,2025-11-01 19:06:48,scan,S07,E016,7,0
2548,P12548,2025-11-01 13:59:27,dispatch,S10,E012,9,0
2549,P12549,2025-11-01 14:13:43,inbound,S07,E016,7,0
2550,P12550,2025-11-01 12:06:33,sort,S05,E018,8,0
2551,P12551,2025-11-01 21:23:08,scan,S03,E014,3,0
2552,P12552,2025-11-01 07:18:12,scan,S05,E006,11,0
2553,P12553,2025-11-01 07:23:23,scan,S03,E008,12,0
2554,P12554,2025-11-01 12:46:53,inbound,S06,E016,9,0
2555,P12555,2025-11-01 21:22:48,scan,S07,E015,19,0
2556,P12556,2025-11-01 08:23:38,sort,S02,E018,11,0
2557,P12557,2025-11-01 10:35:16,scan,S03,E013,9,0
2558,P12558,2025-11-01 08:31:00,scan,S04,E003,5,0
2559,P12559,2025-11-01 17:24:22,scan,S04,E004,13,0
2560,P12560,2025-11-01 09:28:00,dispatch,S06,E020,14,0
2561,P12561,2025-11-01 07:40:11,scan,S04,E007,6,0
2562,P12562,2025-11-01 18:30:04,sort,S01,E012,9,0
2563,P12563,2025-11-01 18:28:24,scan,S07,E019,14,0
2564,P12564,2025-11-01 15:52:49,scan,S09,E007,15,0
2565,P12565,2025-11-01 14:06:04,scan,S07,E011,5,0
2566,P12566,2025-11-01 18:00:14,sort,S01,E016,12,0
